year,conference,Rk,School,G,W,L,W%,,ORtg,DRtg,NRtg,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,SOS,Pace
2015,Atlantic 10,14,Saint Louis,32,1,10,0.344,,93.0,103.3,-10.2,20.4,49.6,0.411,5.4,16.5,0.326,0.465,13.6,20.8,0.655,9.1,30.6,12.2,5.3,2.3,13.8,19.7,66.3,-5.38,2.43,63.7
2016,Atlantic 10,1,Dayton,33,8,2,0.758,,104.5,95.0,9.5,25.3,55.6,0.455,6.7,19.5,0.344,0.516,15.2,22.7,0.668,9.9,38.3,14.5,5.9,4.4,12.9,19.0,65.9,11.34,4.76,68.6
2016,Atlantic 10,2,St. Bonaventure,31,8,5,0.71,,111.5,104.8,6.7,26.2,58.9,0.445,8.3,22.2,0.373,0.515,17.1,22.1,0.773,11.1,35.5,13.5,5.9,4.3,11.5,19.4,73.0,6.55,1.87,69.1
2016,Atlantic 10,3,VCU,36,7,4,0.694,,110.0,96.5,13.5,28.1,62.2,0.451,7.3,20.7,0.352,0.51,13.9,20.0,0.692,12.4,37.4,14.3,8.6,3.8,11.3,19.6,67.8,13.83,4.35,69.8
2016,Atlantic 10,4,St. Joseph's,36,10,2,0.778,,109.7,99.5,10.2,27.1,59.8,0.453,7.0,21.3,0.327,0.512,16.0,22.4,0.716,10.1,38.3,14.8,5.1,3.3,9.9,16.2,70.1,12.1,4.93,70.1
2016,Atlantic 10,5,George Washington,38,8,5,0.737,,111.4,100.8,10.6,25.8,57.7,0.447,7.1,19.1,0.371,0.508,17.0,22.6,0.753,11.9,37.9,14.1,6.1,3.3,11.2,16.3,68.5,11.43,4.24,67.5
2016,Atlantic 10,6,Davidson,33,3,10,0.606,,110.6,109.2,1.4,27.1,61.3,0.442,9.6,27.0,0.355,0.521,15.2,20.0,0.761,9.5,35.0,15.1,4.7,3.1,10.2,17.2,78.1,5.74,5.14,71.2
2016,Atlantic 10,7,Rhode Island,32,3,9,0.531,,105.4,98.4,7.0,24.4,55.1,0.444,6.7,18.3,0.365,0.504,13.8,20.7,0.669,10.5,34.9,12.2,5.3,5.0,11.5,18.9,64.8,7.92,3.29,65.1
2016,Atlantic 10,8,Fordham,31,3,7,0.548,,102.9,99.2,3.6,25.2,56.3,0.448,7.8,22.6,0.346,0.518,12.9,18.9,0.681,10.3,34.2,15.7,8.5,3.9,14.1,19.7,68.6,1.87,-0.09,68.3
2016,Atlantic 10,9,Richmond,32,5,7,0.5,,110.0,106.1,3.9,27.8,57.8,0.482,7.5,21.1,0.356,0.547,13.4,20.4,0.66,7.8,31.9,16.6,6.6,2.3,10.2,19.1,73.8,7.28,4.56,68.8
2016,Atlantic 10,10,Duquesne,34,4,8,0.5,,107.2,106.2,1.1,27.9,60.5,0.462,9.5,26.0,0.365,0.54,14.2,20.5,0.691,10.2,39.2,15.6,4.7,3.8,13.9,20.3,78.7,1.41,1.35,73.6
2016,Atlantic 10,11,UMass,32,3,9,0.438,,100.9,104.1,-3.2,25.5,59.5,0.429,7.3,22.2,0.33,0.491,15.2,21.7,0.699,9.6,35.7,13.8,6.5,3.5,12.8,20.9,75.8,0.64,2.96,71.8
2016,Atlantic 10,12,George Mason,32,2,11,0.344,,98.1,106.0,-7.9,23.9,59.0,0.406,5.4,18.4,0.292,0.451,13.6,20.3,0.671,13.1,42.5,10.3,2.9,3.7,12.7,17.8,72.3,-1.79,3.62,67.7
2016,Atlantic 10,13,Saint Louis,32,3,8,0.344,,94.1,103.0,-8.9,22.6,53.9,0.419,6.2,19.0,0.328,0.477,14.3,20.4,0.703,7.2,32.7,13.3,5.5,2.1,13.6,20.2,72.0,-2.73,3.49,69.4
2016,Atlantic 10,14,La Salle,31,1,12,0.29,,95.4,109.4,-14.0,22.3,55.1,0.404,8.4,24.6,0.34,0.48,11.2,16.8,0.669,8.8,30.9,12.5,7.0,3.0,12.8,17.4,73.5,-6.09,4.65,67.2
2017,Atlantic 10,1,Dayton,32,7,3,0.75,,108.9,95.4,13.5,25.6,55.1,0.465,8.1,21.0,0.385,0.538,16.6,24.0,0.69,8.7,34.3,15.6,7.8,4.0,11.8,18.8,66.4,12.98,4.27,69.4
2017,Atlantic 10,2,VCU,35,7,4,0.743,,106.8,95.6,11.1,27.0,58.6,0.461,5.7,17.2,0.331,0.51,15.1,21.3,0.705,11.0,36.4,15.0,7.5,3.9,12.4,20.8,66.9,11.57,3.77,69.0
2017,Atlantic 10,3,Rhode Island,35,7,5,0.714,,108.8,96.6,12.2,26.2,57.7,0.454,6.2,18.7,0.332,0.507,15.1,22.6,0.668,11.7,37.2,13.3,6.5,5.9,11.1,20.7,65.4,12.88,4.62,67.4
2017,Atlantic 10,4,Richmond,35,8,6,0.629,,105.6,102.5,3.1,26.8,56.9,0.471,7.7,22.7,0.342,0.539,12.8,18.0,0.713,6.7,30.8,16.9,6.6,1.9,11.4,18.1,72.0,5.45,3.28,69.7
2017,Atlantic 10,5,St. Bonaventure,32,5,5,0.625,,108.1,101.8,6.3,25.8,58.3,0.443,6.3,18.0,0.348,0.497,19.0,24.7,0.769,11.5,36.0,13.2,7.2,4.3,12.5,20.9,72.4,5.95,1.48,70.6
2017,Atlantic 10,6,George Washington,35,5,8,0.571,,104.3,103.9,0.4,23.5,55.4,0.424,7.9,21.2,0.371,0.495,15.1,20.3,0.745,11.3,36.5,13.3,5.5,3.9,12.9,15.5,69.7,2.37,2.11,67.0
2017,Atlantic 10,7,George Mason,34,7,5,0.588,,105.2,101.8,3.4,25.9,57.7,0.448,5.4,15.9,0.336,0.494,17.0,22.8,0.747,11.2,40.3,11.7,5.0,2.8,12.9,16.8,71.7,3.01,1.28,69.2
2017,Atlantic 10,8,La Salle,30,4,8,0.5,,107.5,108.9,-1.5,25.4,55.5,0.457,8.5,23.3,0.364,0.533,16.3,21.3,0.766,8.3,32.4,14.2,6.4,2.1,13.1,18.6,76.6,1.91,2.94,69.1
2017,Atlantic 10,9,Davidson,32,5,7,0.531,,105.5,102.3,3.1,25.4,58.2,0.437,9.1,26.8,0.341,0.516,13.8,18.3,0.753,8.9,35.9,15.6,5.1,3.3,12.2,18.2,71.6,6.45,4.26,69.5
2017,Atlantic 10,10,Fordham,32,5,8,0.406,,96.3,99.9,-3.5,23.2,55.7,0.416,8.3,24.7,0.334,0.49,10.8,14.8,0.726,8.2,28.5,13.4,9.8,2.8,13.1,19.1,67.7,-1.97,1.36,66.8
2017,Atlantic 10,11,Saint Louis,33,1,10,0.364,,93.1,105.1,-12.0,21.2,52.5,0.404,7.0,20.4,0.342,0.47,12.0,18.1,0.663,8.5,33.1,12.8,5.0,2.9,13.4,19.4,69.3,-6.09,1.85,65.5
2017,Atlantic 10,12,UMass,33,3,10,0.455,,98.5,98.5,0.0,25.7,58.8,0.437,7.1,23.9,0.297,0.497,13.4,20.3,0.66,10.1,35.9,16.0,7.6,5.1,14.8,21.9,71.9,1.63,1.66,73.0
2017,Atlantic 10,13,St. Joseph's,31,4,9,0.355,,99.0,104.0,-5.1,24.4,58.3,0.418,5.6,17.3,0.324,0.466,15.2,23.4,0.65,11.3,36.5,11.4,4.8,3.4,12.0,17.6,73.1,0.14,3.69,69.7
2017,Atlantic 10,14,Duquesne,32,1,10,0.313,,99.3,104.6,-5.3,24.5,57.3,0.428,7.1,21.2,0.334,0.489,14.4,21.3,0.676,10.7,36.5,12.5,4.9,4.0,14.2,18.5,74.3,-3.06,0.69,71.0
2018,Atlantic 10,1,Rhode Island,34,7,4,0.765,,109.0,98.7,10.3,28.1,61.6,0.455,6.9,19.7,0.352,0.511,12.9,18.5,0.697,11.4,34.4,15.3,7.3,3.5,10.6,19.0,68.8,11.81,4.61,69.2
2018,Atlantic 10,2,St. Bonaventure,34,9,4,0.765,,109.5,100.6,8.9,26.0,57.6,0.451,7.5,19.4,0.386,0.516,17.6,23.4,0.752,10.1,35.5,13.9,7.0,3.5,11.5,19.8,70.8,8.87,2.61,69.4
2018,Atlantic 10,3,Davidson,33,6,8,0.636,,115.7,102.9,12.8,27.2,56.8,0.48,10.7,27.5,0.389,0.574,11.2,14.0,0.798,6.9,32.7,16.7,4.7,2.0,9.5,15.2,67.9,11.02,2.57,65.3
2018,Atlantic 10,4,St. Joseph's,32,4,9,0.5,,103.2,100.6,2.6,25.8,61.0,0.423,8.0,23.7,0.337,0.488,14.5,21.1,0.687,9.0,37.5,14.0,6.3,2.8,10.0,15.5,72.2,3.78,1.9,71.2
2018,Atlantic 10,5,George Mason,33,5,7,0.485,,101.4,106.7,-5.4,25.5,59.1,0.432,7.0,21.4,0.326,0.491,13.9,18.8,0.742,10.0,36.8,11.5,6.1,2.9,12.9,16.4,75.7,-2.97,0.85,69.6
2018,Atlantic 10,6,Richmond,32,4,8,0.375,,103.9,109.4,-5.5,26.3,57.2,0.461,6.9,20.8,0.334,0.521,12.2,17.0,0.715,7.8,30.4,15.2,7.6,2.4,11.7,16.2,75.6,-0.17,3.61,68.3
2018,Atlantic 10,7,Saint Louis,33,3,7,0.515,,101.2,100.6,0.6,22.2,52.5,0.422,5.6,17.4,0.323,0.475,15.8,24.3,0.652,11.8,36.0,11.9,6.0,4.4,12.7,18.1,65.4,2.58,2.92,64.7
2018,Atlantic 10,8,VCU,33,5,5,0.545,,105.3,103.7,1.6,27.9,61.0,0.458,8.3,23.6,0.352,0.526,11.8,17.2,0.691,10.4,36.5,15.5,6.4,2.8,13.5,17.0,74.8,3.55,2.43,71.4
2018,Atlantic 10,9,Dayton,31,1,10,0.452,,106.4,107.9,-1.6,25.9,53.9,0.481,8.0,23.7,0.337,0.555,12.5,17.1,0.731,7.7,31.2,15.7,5.2,2.5,13.7,16.5,73.5,1.64,2.71,67.0
2018,Atlantic 10,10,Duquesne,32,2,7,0.5,,106.4,103.1,3.3,25.0,58.6,0.427,8.2,23.3,0.35,0.497,14.2,20.7,0.685,12.1,35.9,11.9,5.8,4.4,12.0,18.7,70.2,-1.08,-3.33,66.5
2018,Atlantic 10,11,George Washington,33,1,10,0.455,,101.8,106.1,-4.3,25.2,56.4,0.447,5.5,17.0,0.321,0.495,11.5,16.3,0.709,10.6,33.9,13.3,5.7,4.9,12.7,14.7,70.3,-0.72,2.13,66.3
2018,Atlantic 10,12,La Salle,32,2,10,0.406,,102.8,104.0,-1.2,25.5,59.5,0.429,7.3,22.2,0.33,0.49,14.5,18.5,0.787,9.2,35.1,12.8,5.9,2.8,11.7,17.1,73.8,1.7,2.54,69.0
2018,Atlantic 10,13,UMass,33,1,11,0.394,,104.5,108.5,-4.0,26.1,58.1,0.449,8.9,22.2,0.4,0.525,10.9,14.6,0.746,9.1,32.8,15.3,4.8,3.0,12.8,18.0,74.7,-1.65,1.1,67.3
2018,Atlantic 10,14,Fordham,31,1,10,0.29,,92.5,104.3,-11.9,22.3,54.2,0.412,7.3,25.4,0.288,0.479,10.3,14.6,0.708,6.4,28.5,13.5,9.1,2.4,12.5,15.8,70.3,-6.74,1.26,66.8
2019,Atlantic 10,1,VCU,33,8,4,0.758,,102.1,89.1,13.1,24.8,56.7,0.438,7.1,23.4,0.305,0.501,14.2,20.3,0.701,10.8,36.6,13.6,8.0,4.5,13.9,19.7,61.9,11.96,2.87,69.0
2019,Atlantic 10,2,Davidson,34,7,5,0.706,,106.8,98.9,8.0,25.1,55.7,0.45,9.2,25.9,0.354,0.532,11.6,15.4,0.749,7.8,34.9,14.7,5.1,2.4,11.1,15.9,65.6,6.38,1.96,66.1
2019,Atlantic 10,3,Dayton,33,7,4,0.636,,108.9,98.8,10.1,27.3,54.2,0.504,6.2,18.7,0.332,0.561,12.0,17.4,0.69,7.9,34.7,16.4,5.0,2.5,12.5,14.0,66.2,9.67,2.91,66.2
2019,Atlantic 10,4,St. Bonaventure,34,6,7,0.529,,99.8,95.1,4.7,24.1,56.3,0.429,6.1,18.7,0.328,0.483,11.8,15.9,0.742,9.8,34.8,12.3,5.9,4.8,12.4,16.3,63.1,3.34,0.25,65.1
2019,Atlantic 10,5,George Mason,33,6,6,0.545,,102.1,101.0,1.1,25.0,56.2,0.445,6.4,19.3,0.33,0.501,13.8,19.2,0.716,9.8,35.3,12.1,6.2,2.9,13.0,17.1,69.4,0.84,0.08,68.1
2019,Atlantic 10,6,Duquesne,32,4,6,0.594,,103.1,101.4,1.6,25.3,59.2,0.428,8.5,26.3,0.322,0.499,14.4,20.7,0.694,11.8,35.4,13.8,7.8,4.7,14.1,18.1,72.3,0.53,-0.63,70.5
2019,Atlantic 10,7,Saint Louis,36,4,8,0.639,,99.4,95.2,4.2,23.8,57.0,0.417,5.7,18.8,0.304,0.467,13.4,22.5,0.598,13.7,39.7,12.8,7.1,4.0,12.9,17.6,63.8,5.06,2.23,67.0
2019,Atlantic 10,8,Rhode Island,33,5,7,0.545,,100.8,98.4,2.4,24.9,58.0,0.429,5.2,18.6,0.28,0.474,14.5,21.3,0.68,11.4,36.2,12.2,7.1,3.9,12.3,17.6,67.8,2.83,1.19,68.2
2019,Atlantic 10,9,La Salle,31,3,8,0.323,,97.0,104.1,-7.1,23.2,58.0,0.4,8.4,25.3,0.331,0.472,12.7,16.5,0.77,10.6,34.2,12.6,7.4,3.2,14.0,20.3,72.4,-3.61,1.29,69.5
2019,Atlantic 10,10,Richmond,33,4,7,0.394,,105.3,106.1,-0.9,25.7,54.5,0.472,7.6,21.9,0.347,0.541,11.1,16.7,0.661,5.9,29.0,15.7,7.5,3.1,10.2,14.8,70.7,-1.37,-0.79,66.6
2019,Atlantic 10,11,St. Joseph's,33,2,11,0.424,,102.2,105.2,-3.0,24.0,58.9,0.408,8.5,26.3,0.322,0.48,14.0,18.6,0.751,7.8,34.7,12.0,5.6,3.3,9.2,15.1,72.6,-0.43,1.66,68.8
2019,Atlantic 10,12,George Washington,33,2,10,0.273,,92.8,104.2,-11.5,22.6,55.8,0.404,5.9,19.1,0.311,0.458,12.5,18.2,0.685,8.3,33.8,11.4,5.2,2.9,12.5,15.9,71.4,-6.65,1.2,67.5
2019,Atlantic 10,13,UMass,32,1,11,0.344,,102.6,106.7,-4.1,25.3,57.2,0.441,8.0,22.9,0.35,0.511,12.2,17.9,0.681,10.7,35.1,14.6,4.8,2.9,13.9,20.1,73.6,-3.02,-0.18,68.4
2019,Atlantic 10,14,Fordham,32,3,8,0.375,,98.1,99.6,-1.5,23.7,59.1,0.402,8.6,26.0,0.332,0.475,9.8,14.4,0.68,9.5,33.8,11.3,5.9,3.4,10.8,17.5,66.9,-5.02,-2.4,66.4
2021,Atlantic 10,1,St. Bonaventure,21,4,3,0.762,,107.3,93.6,13.7,25.8,58.3,0.443,6.4,18.6,0.344,0.498,12.0,16.3,0.738,11.3,36.9,14.6,5.9,4.0,10.7,15.3,61.1,13.44,4.49,65.3
2021,Atlantic 10,2,VCU,26,5,3,0.731,,101.2,92.0,9.2,25.3,56.2,0.451,6.5,19.6,0.329,0.509,14.5,19.1,0.761,9.2,34.2,13.3,9.2,5.4,14.6,18.7,65.2,11.3,4.76,67.9
2021,Atlantic 10,3,Dayton,24,4,6,0.583,,102.7,99.8,2.9,24.7,51.6,0.478,8.0,21.5,0.372,0.555,12.4,17.4,0.713,6.7,33.0,13.5,4.5,2.0,14.4,15.4,67.8,6.31,4.35,66.2
2021,Atlantic 10,4,George Mason,22,3,4,0.591,,100.2,98.2,2.0,26.3,61.2,0.429,7.3,22.1,0.329,0.488,11.5,17.9,0.642,11.5,37.9,13.0,7.2,4.3,12.8,16.0,69.9,1.91,0.48,69.2
2021,Atlantic 10,5,Davidson,22,4,2,0.591,,112.3,100.3,11.9,26.0,55.2,0.472,9.8,27.0,0.364,0.561,9.9,14.4,0.687,9.0,34.5,15.1,5.1,2.6,10.7,14.9,64.1,9.02,3.4,63.6
2021,Atlantic 10,6,Duquesne,18,2,5,0.5,,97.9,98.2,-0.2,24.3,57.8,0.421,6.4,21.4,0.299,0.476,11.9,18.3,0.65,11.4,36.3,13.4,6.7,4.4,13.3,17.2,67.1,2.32,2.49,68.4
2021,Atlantic 10,7,Rhode Island,25,2,9,0.4,,99.6,99.1,0.5,25.4,57.4,0.442,5.7,18.3,0.312,0.492,14.9,22.3,0.668,10.6,38.5,12.1,6.6,4.6,14.1,17.8,71.1,5.29,4.93,70.3
2021,Atlantic 10,8,La Salle,25,3,11,0.36,,97.2,104.9,-7.8,25.3,58.1,0.436,7.8,22.9,0.34,0.503,9.6,14.1,0.685,9.4,33.2,12.7,7.4,3.3,14.4,17.2,73.5,-3.57,2.85,69.7
2021,Atlantic 10,9,UMass,15,3,3,0.533,,103.5,98.5,5.0,26.3,61.3,0.428,8.8,27.0,0.326,0.5,15.4,21.0,0.733,9.1,34.5,14.9,7.3,4.1,12.1,17.4,73.0,4.77,1.03,72.3
2021,Atlantic 10,10,Richmond,23,5,3,0.609,,107.3,99.2,8.1,27.1,57.4,0.472,7.5,21.0,0.357,0.538,12.9,17.7,0.727,6.7,30.1,14.2,8.9,2.1,10.5,15.5,69.0,9.04,5.0,69.6
2021,Atlantic 10,11,Saint Louis,21,1,4,0.667,,109.2,95.3,13.9,27.9,60.4,0.462,6.5,18.8,0.348,0.516,12.7,18.0,0.704,12.3,38.4,17.6,7.4,3.3,12.1,17.0,65.4,11.76,2.19,68.7
2021,Atlantic 10,12,George Washington,17,1,5,0.294,,98.1,104.2,-6.0,24.2,54.6,0.443,6.0,18.5,0.324,0.498,13.8,19.7,0.699,8.0,34.2,11.4,6.3,2.7,13.7,14.5,72.3,-5.75,-1.57,68.9
2021,Atlantic 10,13,St. Joseph's,20,1,9,0.25,,95.8,109.7,-13.9,25.3,61.9,0.409,9.6,30.5,0.314,0.486,12.0,16.6,0.725,8.3,33.8,14.4,6.0,1.8,14.1,17.9,82.6,-4.56,5.89,73.0
2021,Atlantic 10,14,Fordham,14,0,6,0.143,,80.6,103.7,-23.0,18.4,51.1,0.359,5.6,21.0,0.269,0.414,9.4,14.1,0.67,6.8,29.6,10.9,6.2,2.0,13.4,15.8,66.6,-11.69,3.09,64.2
2022,Atlantic 10,1,Davidson,34,9,3,0.794,,113.8,99.5,14.3,26.7,55.5,0.481,8.9,22.9,0.387,0.561,13.2,17.6,0.754,7.4,34.1,14.6,4.6,2.6,9.8,14.8,66.0,10.43,1.92,66.1
2022,Atlantic 10,2,Dayton,35,7,6,0.686,,107.1,94.7,12.4,25.7,53.8,0.478,6.5,18.1,0.361,0.539,11.2,16.4,0.683,9.2,35.2,14.4,5.5,3.9,12.4,13.9,61.2,10.41,2.41,64.4
2022,Atlantic 10,3,VCU,32,9,3,0.688,,97.4,90.6,6.8,24.8,53.8,0.461,5.7,16.3,0.347,0.514,11.7,16.7,0.704,8.4,32.5,13.9,9.2,5.1,15.1,18.7,62.4,9.83,5.17,68.6
2022,Atlantic 10,4,Saint Louis,35,5,6,0.657,,109.2,97.3,11.9,27.4,59.7,0.458,6.7,18.3,0.369,0.515,14.7,19.3,0.763,11.9,38.6,14.8,6.4,3.1,12.9,17.9,67.9,9.83,3.45,69.0
2022,Atlantic 10,5,St. Bonaventure,33,7,4,0.697,,105.2,100.0,5.2,26.3,58.1,0.453,6.1,18.3,0.331,0.505,11.3,15.1,0.751,9.0,33.6,13.7,6.3,4.8,10.3,13.3,66.5,8.27,4.79,66.2
2022,Atlantic 10,6,Richmond,37,7,5,0.649,,104.8,100.9,3.8,25.2,57.1,0.442,7.8,23.8,0.329,0.511,12.7,17.7,0.718,7.6,32.3,14.5,7.6,2.4,9.8,13.9,68.4,7.07,4.48,67.4
2022,Atlantic 10,7,Fordham,32,3,9,0.5,,94.8,95.8,-1.0,23.0,58.4,0.394,7.4,25.0,0.297,0.457,12.6,17.4,0.727,10.2,36.8,11.8,7.3,3.7,13.2,17.7,66.8,-0.89,-0.2,68.6
2022,Atlantic 10,8,George Washington,30,3,10,0.4,,96.9,103.3,-6.3,25.3,59.0,0.428,7.1,21.1,0.338,0.489,10.7,15.3,0.698,8.3,33.3,12.3,6.9,4.2,12.6,17.1,72.8,-4.07,0.4,69.7
2022,Atlantic 10,9,George Mason,30,4,8,0.467,,104.0,100.7,3.2,25.0,56.2,0.446,9.3,26.1,0.358,0.529,11.3,16.3,0.694,8.3,34.7,14.1,5.1,3.2,12.2,16.0,68.5,4.18,1.98,66.6
2022,Atlantic 10,10,UMass,32,3,8,0.469,,108.1,111.5,-3.4,25.7,59.4,0.433,9.5,25.6,0.371,0.513,14.8,19.5,0.758,10.5,33.7,13.7,6.5,2.6,11.6,17.1,78.1,-0.67,1.7,69.2
2022,Atlantic 10,11,La Salle,30,2,10,0.367,,97.4,103.3,-5.8,24.8,59.9,0.414,7.6,23.9,0.319,0.477,10.3,15.0,0.687,10.8,36.5,13.4,5.9,4.3,13.1,17.2,71.5,-3.5,0.54,68.4
2022,Atlantic 10,12,Rhode Island,31,3,9,0.484,,98.5,95.3,3.1,24.8,54.4,0.456,5.4,15.9,0.337,0.505,12.2,19.6,0.62,9.6,36.3,13.5,7.4,6.0,14.3,17.2,65.0,2.92,1.22,68.2
2022,Atlantic 10,13,St. Joseph's,30,1,10,0.367,,97.9,100.0,-2.1,24.9,59.1,0.421,8.9,26.6,0.336,0.497,8.9,13.6,0.654,9.7,37.6,13.5,4.9,2.5,13.5,16.1,69.1,1.0,2.46,68.5
2022,Atlantic 10,14,Duquesne,30,1,10,0.2,,95.9,108.0,-12.1,24.7,61.4,0.403,6.2,20.5,0.305,0.454,9.5,13.4,0.707,11.4,34.1,10.0,6.6,4.4,11.5,13.9,73.4,-6.34,1.86,66.9
2023,Atlantic 10,1,VCU,35,8,3,0.771,,103.8,92.2,11.6,24.7,53.3,0.463,6.1,17.4,0.348,0.52,15.4,22.2,0.696,9.3,33.2,13.0,8.9,4.6,13.4,16.4,62.9,9.89,1.95,68.3
2023,Atlantic 10,2,Dayton,34,5,6,0.647,,107.2,95.3,11.9,24.5,52.5,0.467,6.6,19.6,0.338,0.53,13.0,18.6,0.699,9.4,36.1,15.2,4.8,4.4,12.1,13.8,61.0,8.71,1.09,63.6
2023,Atlantic 10,3,Fordham,33,6,5,0.758,,102.1,95.9,6.2,24.2,57.6,0.419,7.6,24.0,0.318,0.486,16.1,21.7,0.741,10.8,36.9,12.7,7.2,4.8,13.5,19.6,67.6,2.26,-2.14,70.0
2023,Atlantic 10,4,Saint Louis,33,4,7,0.636,,108.1,101.8,6.3,27.9,59.7,0.468,7.0,19.5,0.357,0.526,12.8,17.5,0.731,10.2,38.0,16.5,5.0,4.0,12.1,16.9,71.2,6.04,2.85,69.9
2023,Atlantic 10,5,George Mason,33,4,7,0.606,,100.9,98.8,2.1,24.2,53.8,0.451,7.3,20.8,0.35,0.519,13.0,19.9,0.651,9.2,35.8,13.7,4.6,3.1,13.7,17.2,67.3,1.73,0.27,67.6
2023,Atlantic 10,6,Duquesne,33,3,7,0.606,,108.0,102.8,5.2,27.2,62.2,0.437,9.2,25.0,0.366,0.511,11.4,16.4,0.694,12.4,35.7,15.3,8.1,3.8,12.0,18.6,71.3,3.48,-0.16,69.3
2023,Atlantic 10,7,George Washington,32,5,6,0.5,,107.4,108.0,-0.6,27.2,57.8,0.47,7.1,22.2,0.321,0.532,14.8,20.1,0.738,8.9,34.9,12.7,5.7,3.4,12.6,16.4,76.7,-1.93,-0.61,69.7
2023,Atlantic 10,8,Davidson,32,6,6,0.5,,104.4,102.6,1.8,24.5,55.4,0.443,6.8,20.8,0.325,0.503,14.1,18.8,0.748,8.3,32.9,13.1,5.4,1.3,10.8,15.2,68.7,1.99,1.47,66.1
2023,Atlantic 10,9,St. Joseph's,33,4,7,0.485,,103.5,103.5,0.0,24.8,58.2,0.426,8.8,26.7,0.329,0.502,14.0,19.9,0.703,10.4,34.6,12.1,6.5,3.2,12.8,17.5,72.4,-0.33,-0.3,69.4
2023,Atlantic 10,10,St. Bonaventure,32,2,11,0.438,,99.3,100.7,-1.3,24.0,56.1,0.429,7.1,20.3,0.348,0.492,11.6,16.5,0.703,9.4,32.8,11.9,7.0,3.4,12.7,18.6,67.7,-1.32,-0.41,66.7
2023,Atlantic 10,11,La Salle,34,5,8,0.441,,100.9,104.9,-4.0,25.4,59.9,0.424,7.3,21.4,0.342,0.485,11.8,17.0,0.693,11.3,35.8,12.0,6.7,3.2,12.6,17.8,72.6,-2.79,-0.02,68.5
2023,Atlantic 10,12,Richmond,33,1,11,0.455,,102.2,100.6,1.6,23.8,54.3,0.439,7.9,23.9,0.33,0.512,13.3,17.9,0.745,6.8,32.3,12.2,5.7,2.4,11.5,15.1,67.8,1.43,0.34,66.4
2023,Atlantic 10,13,UMass,31,3,8,0.484,,98.7,101.1,-2.3,25.0,60.3,0.415,5.9,17.9,0.328,0.464,13.9,19.4,0.716,13.0,38.3,13.6,6.8,3.8,14.3,17.5,71.4,-1.34,0.3,70.7
2023,Atlantic 10,14,Rhode Island,31,1,10,0.29,,95.4,102.2,-6.7,22.5,56.9,0.394,5.4,17.8,0.304,0.442,15.7,21.1,0.744,11.7,37.0,11.2,6.4,3.8,14.1,18.0,70.6,-4.16,0.49,68.3
2023,Atlantic 10,15,Loyola (IL),31,3,8,0.323,,99.3,106.9,-7.5,24.4,52.8,0.462,7.1,21.2,0.334,0.529,11.5,16.4,0.697,7.5,31.0,13.8,5.6,3.0,15.0,19.4,72.5,-4.65,0.44,67.0
2024,Atlantic 10,1,Loyola (IL),33,7,5,0.697,,104.7,96.7,8.0,25.9,57.6,0.45,8.3,23.5,0.354,0.522,13.0,19.1,0.68,9.6,36.8,16.6,7.1,5.0,12.8,19.5,67.5,6.57,2.42,69.3
2024,Atlantic 10,2,Richmond,33,7,6,0.697,,106.2,98.0,8.2,26.5,57.2,0.463,7.3,20.2,0.362,0.527,11.6,15.8,0.732,5.7,32.8,13.2,6.7,2.9,8.6,14.2,66.3,7.67,2.09,67.4
2024,Atlantic 10,3,Dayton,33,6,5,0.758,,114.1,102.2,11.9,25.2,53.1,0.474,9.4,23.5,0.399,0.563,14.4,19.5,0.74,8.0,33.5,14.6,5.5,3.9,10.4,13.5,66.5,13.45,5.73,64.8
2024,Atlantic 10,4,UMass,31,4,6,0.645,,111.5,101.8,9.7,27.7,61.4,0.451,6.7,21.5,0.313,0.506,15.4,22.0,0.699,13.4,38.3,15.6,7.6,3.0,11.1,18.7,70.7,7.59,0.88,69.2
2024,Atlantic 10,5,VCU,38,7,5,0.632,,106.5,100.1,6.4,23.8,54.2,0.44,8.5,24.0,0.353,0.518,14.8,19.0,0.781,9.0,35.2,13.6,6.5,4.4,12.2,16.4,66.7,8.7,4.41,66.2
2024,Atlantic 10,6,Duquesne,37,5,6,0.676,,105.5,99.7,5.8,24.9,57.0,0.436,7.5,22.2,0.34,0.503,13.2,18.4,0.72,10.5,34.8,13.4,7.5,4.3,11.7,17.1,66.7,7.35,4.68,66.9
2024,Atlantic 10,7,George Mason,32,5,7,0.625,,109.2,101.3,7.9,24.7,53.8,0.46,6.8,19.9,0.342,0.523,14.8,19.9,0.743,10.1,36.0,11.4,5.5,3.4,11.8,16.5,65.9,6.36,1.85,65.0
2024,Atlantic 10,8,St. Joseph's,35,3,10,0.6,,109.2,102.1,7.1,26.5,59.5,0.445,10.0,28.5,0.352,0.53,12.4,17.1,0.726,10.1,35.8,14.7,7.1,3.8,11.5,15.3,70.5,6.59,1.67,68.6
2024,Atlantic 10,9,St. Bonaventure,33,5,6,0.606,,110.0,102.8,7.2,25.8,56.7,0.456,7.6,20.8,0.365,0.523,14.2,18.3,0.774,9.7,32.9,12.5,6.6,3.9,10.8,16.8,68.6,6.77,1.95,66.0
